"";"Name";"Team";"Position";"height";"weight";"Age"
"345";"Jon_Switzer";"TB";"Relief_Pitcher";75;191;27,55
"346";"Shawn_Camp";"TB";"Relief_Pitcher";73;200;31,28
"347";"Scott_Dohmann";"TB";"Relief_Pitcher";73;181;29,04
"348";"Jason_LaRue";"KC";"Catcher";71;200;32,95
"349";"John_Buck";"KC";"Catcher";75;210;26,65
"350";"Ryan_Shealy";"KC";"First_Baseman";77;240;27,5
"351";"Ross_Gload";"KC";"First_Baseman";72;185;30,9
"352";"Esteban_German";"KC";"Second_Baseman";69;165;29,09
"353";"Mark_Grudzielanek";"KC";"Second_Baseman";73;190;36,67
"354";"Angel_Sanchez";"KC";"Second_Baseman";74;185;23,44
"355";"Angel_Berroa";"KC";"Shortstop";72;175;29,09
"356";"Andres_Blanco";"KC";"Shortstop";70;155;22,89
"357";"Mark_Teahen";"KC";"Third_Baseman";75;210;25,48
"358";"Joey_Gathright";"KC";"Outfielder";70;170;25,84
"359";"David_DeJesus";"KC";"Outfielder";72;175;27,2
"360";"Shane_Costa";"KC";"Outfielder";72;220;25,22
"361";"Mitch_Maier";"KC";"Outfielder";74;210;24,67
"362";"Reggie_Sanders";"KC";"Outfielder";73;205;39,25
"363";"Emil_Brown";"KC";"Outfielder";74;200;32,17
"364";"Mike_Sweeney";"KC";"Designated_Hitter";75;225;33,61
"365";"John_Bale";"KC";"Starting_Pitcher";76;205;32,77
"366";"Luke_Hudson";"KC";"Starting_Pitcher";75;195;29,83
"367";"Scott_Elarton";"KC";"Starting_Pitcher";80;240;31,02
"368";"Odalis_Perez";"KC";"Starting_Pitcher";72;150;29,73
"369";"Gil_Meche";"KC";"Starting_Pitcher";75;200;28,48
"370";"Neal_Musser";"KC";"Starting_Pitcher";73;215;26,51
"371";"Brian_Bannister";"KC";"Starting_Pitcher";74;202;26
"372";"Zack_Greinke";"KC";"Starting_Pitcher";74;200;23,36
"373";"Jorge_De_La_Rosa";"KC";"Starting_Pitcher";73;190;25,9
"374";"Todd_Wellemeyer";"KC";"Relief_Pitcher";75;205;28,5
"375";"Jimmy_Gobble";"KC";"Relief_Pitcher";75;190;25,62
"376";"Joel_Peralta";"KC";"Relief_Pitcher";71;160;30,94
"377";"Ryan_Braun";"KC";"Relief_Pitcher";73;215;26,59
"378";"Joakim_Soria";"KC";"Relief_Pitcher";75;185;22,78
"379";"Ken_Ray";"KC";"Relief_Pitcher";74;200;32,26
"380";"David_Riske";"KC";"Relief_Pitcher";74;190;30,35
"381";"Octavio_Dotel";"KC";"Relief_Pitcher";72;210;33,26
"382";"Joe_Nelson";"KC";"Relief_Pitcher";74;185;32,35
"383";"Gerald_Laird";"TEX";"Catcher";74;220;27,3
"384";"Miguel_Ojeda";"TEX";"Catcher";74;190;32,08
"385";"Guillermo_Quiroz";"TEX";"Catcher";73;202;25,25
"386";"Chris_Stewart";"TEX";"Catcher";76;205;25,03
"387";"Mark_Teixeira";"TEX";"First_Baseman";75;220;26,89
"388";"Ian_Kinsler";"TEX";"Second_Baseman";72;175;24,69
"389";"Joaquin_Arias";"TEX";"Shortstop";73;160;22,44
"390";"Michael_Young";"TEX";"Shortstop";73;190;30,36
"391";"Hank_Blalock";"TEX";"Third_Baseman";73;200;26,27
"392";"Marlon_Byrd";"TEX";"Outfielder";72;229;29,5
"393";"Brad_Wilkerson";"TEX";"Outfielder";72;206;29,75
"394";"Sammy_Sosa";"TEX";"Outfielder";72;220;38,3
"395";"Kenny_Lofton";"TEX";"Outfielder";72;180;39,75
"396";"Frank_Catalanotto";"TEX";"Outfielder";71;195;32,84
"397";"Nelson_Cruz";"TEX";"Outfielder";75;175;26,66
"398";"Jason_Botts";"TEX";"Designated_Hitter";77;250;26,6
"399";"Robinson_Tejeda";"TEX";"Starting_Pitcher";75;188;24,94
"400";"John_Rheinecker";"TEX";"Starting_Pitcher";74;230;27,76
"401";"Edinson_Volquez";"TEX";"Starting_Pitcher";73;190;23,66
"402";"A.J._Murray";"TEX";"Starting_Pitcher";75;200;24,96
"403";"Brandon_McCarthy";"TEX";"Starting_Pitcher";79;190;23,65
"404";"Vicente_Padilla";"TEX";"Starting_Pitcher";74;219;29,42
"405";"Kevin_Millwood";"TEX";"Starting_Pitcher";76;235;32,18
"406";"John_Koronka";"TEX";"Starting_Pitcher";73;180;26,66
"407";"Frank_Francisco";"TEX";"Relief_Pitcher";74;180;27,47
"408";"Francisco_Cruceta";"TEX";"Relief_Pitcher";74;180;25,66
"409";"Akinori_Otsuka";"TEX";"Relief_Pitcher";72;200;35,13
"410";"Eric_Gagne";"TEX";"Relief_Pitcher";74;234;31,15
"411";"Ron_Mahay";"TEX";"Relief_Pitcher";74;185;35,67
"412";"Joaquin_Benoit";"TEX";"Relief_Pitcher";75;220;29,6
"413";"Rick_Bauer";"TEX";"Relief_Pitcher";78;223;30,14
"414";"Josh_Rupe";"TEX";"Relief_Pitcher";74;200;24,53
"415";"Wes_Littleton";"TEX";"Relief_Pitcher";74;210;24,49
"416";"C.J._Wilson";"TEX";"Relief_Pitcher";74;200;26,28
"417";"Scott_Feldman";"TEX";"Relief_Pitcher";77;210;24,06
"418";"Gregg_Zaun";"TOR";"Catcher";70;190;35,88
"419";"Jason_Phillips";"TOR";"Catcher";73;177;30,42
"420";"Lyle_Overbay";"TOR";"First_Baseman";74;227;30,09
"421";"Russ_Adams";"TOR";"Second_Baseman";73;180;26,5
"422";"Aaron_Hill";"TOR";"Second_Baseman";71;195;24,94
"423";"Jason_Smith";"TOR";"Second_Baseman";75;199;29,6
"424";"John_McDonald";"TOR";"Shortstop";71;175;32,43
"425";"Royce_Clayton";"TOR";"Shortstop";72;185;37,16
"426";"Troy_Glaus";"TOR";"Third_Baseman";77;240;30,57
"427";"John_Hattig";"TOR";"Third_Baseman";74;210;27,01
"428";"Reed_Johnson";"TOR";"Outfielder";70;180;30,23
"429";"Alex_Rios";"TOR";"Outfielder";77;194;26,03
"430";"Vernon_Wells";"TOR";"Outfielder";73;225;28,23
"431";"Frank_Thomas";"TOR";"Designated_Hitter";77;275;38,76
"432";"Adam_Lind";"TOR";"Designated_Hitter";74;195;23,62
"433";"Shaun_Marcum";"TOR";"Starting_Pitcher";72;180;25,21
"434";"Casey_Janssen";"TOR";"Starting_Pitcher";76;205;25,45
"435";"Gustavo_Chacin";"TOR";"Starting_Pitcher";71;193;26,24
"436";"A.J._Burnett";"TOR";"Starting_Pitcher";76;230;30,15
"437";"Roy_Halladay";"TOR";"Starting_Pitcher";78;230;29,8
"438";"John_Thomson";"TOR";"Starting_Pitcher";75;220;33,41
"439";"Tomo_Ohka";"TOR";"Starting_Pitcher";73;200;30,95
"440";"B.J._Ryan";"TOR";"Relief_Pitcher";78;249;31,17
"441";"Scott_Downs";"TOR";"Relief_Pitcher";74;190;30,95
"442";"Brian_Tallet";"TOR";"Relief_Pitcher";79;208;29,44
"443";"Matt_Roney";"TOR";"Relief_Pitcher";75;245;27,14
"444";"Tracy_Thorpe";"TOR";"Relief_Pitcher";76;250;26,21
"445";"Jean_Machi";"TOR";"Relief_Pitcher";72;160;24,08
"446";"Brandon_League";"TOR";"Relief_Pitcher";75;192;23,96
"447";"Dustin_McGowan";"TOR";"Relief_Pitcher";75;220;24,94
"448";"Jason_Frasor";"TOR";"Relief_Pitcher";70;170;29,56
"449";"Francisco_Rosario";"TOR";"Relief_Pitcher";72;197;26,42
"450";"Davis_Romero";"TOR";"Relief_Pitcher";70;155;23,92
"451";"Jeremy_Accardo";"TOR";"Relief_Pitcher";74;190;25,23
"452";"Mike_Redmond";"MIN";"Catcher";71;200;35,82
"453";"Joe_Mauer";"MIN";"Catcher";76;220;23,87
"454";"Chris_Heintz";"MIN";"Catcher";73;210;32,57
"455";"Justin_Morneau";"MIN";"First_Baseman";76;228;25,79
"456";"Luis_Castillo";"MIN";"Second_Baseman";71;190;31,47
"457";"Alexi_Casilla";"MIN";"Second_Baseman";69;160;22,61
"458";"Alejandro_Machado";"MIN";"Second_Baseman";72;184;24,85
"459";"Jason_Bartlett";"MIN";"Shortstop";72;180;27,33
"460";"Luis_Rodriguez";"MIN";"Third_Baseman";69;180;26,67
"461";"Jeff_Cirillo";"MIN";"Third_Baseman";73;200;37,43
"462";"Nick_Punto";"MIN";"Third_Baseman";69;176;29,31
"463";"Jason_Tyner";"MIN";"Outfielder";73;160;29,85
"464";"Michael_Cuddyer";"MIN";"Outfielder";74;222;27,93
"465";"Torii_Hunter";"MIN";"Outfielder";74;211;31,62
"466";"Lew_Ford";"MIN";"Outfielder";72;195;30,55
"467";"Jason_Kubel";"MIN";"Outfielder";71;200;24,77
"468";"Josh_Rabe";"MIN";"Designated_Hitter";74;210;28,38
"469";"Rondell_White";"MIN";"Designated_Hitter";73;225;35,02
"470";"Ramon_Ortiz";"MIN";"Starting_Pitcher";72;175;33,77
"471";"Johan_Santana";"MIN";"Starting_Pitcher";72;206;27,97
"472";"Carlos_Silva";"MIN";"Starting_Pitcher";76;240;27,85
"473";"Matt_Garza";"MIN";"Starting_Pitcher";76;185;23,26
"474";"Boof_Bonser";"MIN";"Starting_Pitcher";76;260;25,38
"475";"Francisco_Liriano";"MIN";"Starting_Pitcher";74;185;23,35
"476";"Scott_Baker";"MIN";"Starting_Pitcher";76;221;25,45
"477";"Pat_Neshek";"MIN";"Relief_Pitcher";75;205;26,49
"478";"Glen_Perkins";"MIN";"Relief_Pitcher";71;200;24
"479";"Julio_DePaula";"MIN";"Relief_Pitcher";72;170;24,16
"480";"Juan_Rincon";"MIN";"Relief_Pitcher";71;201;28,1
"481";"Jesse_Crain";"MIN";"Relief_Pitcher";73;205;25,65
"482";"Matt_Guerrier";"MIN";"Relief_Pitcher";75;185;28,58
"483";"Joe_Nathan";"MIN";"Relief_Pitcher";76;205;32,27
"484";"Dennys_Reyes";"MIN";"Relief_Pitcher";75;245;29,86
"485";"Brayan_Pe?a";"ATL";"Catcher";71;220;25,14
"486";"Brian_McCann";"ATL";"Catcher";75;210;23,03
"487";"Craig_Wilson";"ATL";"First_Baseman";74;220;30,25
"488";"Chris_Woodward";"ATL";"Second_Baseman";72;185;30,67
"489";"Pete_Orr";"ATL";"Second_Baseman";73;175;27,73
"490";"Martin_Prado";"ATL";"Second_Baseman";73;170;23,34
"491";"Tony_Pe?a";"ATL";"Shortstop";73;180;25,94
"492";"Edgar_Renteria";"ATL";"Shortstop";73;200;31,56
"493";"Chipper_Jones";"ATL";"Third_Baseman";76;210;34,85
"494";"Willy_Aybar";"ATL";"Third_Baseman";72;175;23,98
"495";"Jeff_Francoeur";"ATL";"Outfielder";76;220;23,14
"496";"Matt_Diaz";"ATL";"Outfielder";73;206;28,99
"497";"Kelly_Johnson";"ATL";"Outfielder";73;180;25,02
"498";"Andruw_Jones";"ATL";"Outfielder";73;210;29,85
"499";"Ryan_Langerhans";"ATL";"Outfielder";75;195;27,03
"500";"Scott_Thorman";"ATL";"Outfielder";75;200;25,15
"501";"T.J._Bohn";"ATL";"Outfielder";77;200;27,12
"502";"Tim_Hudson";"ATL";"Starting_Pitcher";73;164;31,63
"503";"Jonathan_Johnson";"ATL";"Starting_Pitcher";72;180;32,62
"504";"John_Smoltz";"ATL";"Starting_Pitcher";75;220;39,79
"505";"Mike_Hampton";"ATL";"Starting_Pitcher";70;195;34,47
"506";"Kyle_Davies";"ATL";"Starting_Pitcher";74;205;23,47
"507";"Chuck_James";"ATL";"Starting_Pitcher";72;170;25,31
"508";"Phil_Stockman";"ATL";"Relief_Pitcher";80;240;27,1
"509";"Macay_McBride";"ATL";"Relief_Pitcher";71;210;24,35
"510";"Joey_Devine";"ATL";"Relief_Pitcher";71;195;23,45
"511";"Peter_Moylan";"ATL";"Relief_Pitcher";74;200;28,24
"512";"Mike_Gonzalez";"ATL";"Relief_Pitcher";74;205;28,77
"513";"Lance_Cormier";"ATL";"Relief_Pitcher";73;192;26,53
"514";"Blaine_Boyer";"ATL";"Relief_Pitcher";75;190;25,64
"515";"Manny_Acosta";"ATL";"Relief_Pitcher";76;170;25,83
"516";"Bob_Wickman";"ATL";"Relief_Pitcher";73;240;38,06
"517";"Tanyon_Sturtze";"ATL";"Relief_Pitcher";77;200;36,38
"518";"Oscar_Villarreal";"ATL";"Relief_Pitcher";72;205;25,27
"519";"Rafael_Soriano";"ATL";"Relief_Pitcher";73;175;27,2
"520";"Chad_Paronto";"ATL";"Relief_Pitcher";77;250;31,59
"521";"Tyler_Yates";"ATL";"Relief_Pitcher";76;220;29,56
"522";"Henry_Blanco";"CHC";"Catcher";71;224;35,5
"523";"Michael_Barrett";"CHC";"Catcher";75;210;30,35
"524";"Geovany_Soto";"CHC";"Catcher";73;195;24,11
"525";"Scott_Moore";"CHC";"First_Baseman";74;180;23,29
"526";"Derrek_Lee";"CHC";"First_Baseman";77;245;31,48
"527";"Ryan_Theriot";"CHC";"Second_Baseman";71;175;27,23
"528";"Ronny_Cedeno";"CHC";"Shortstop";72;180;24,07
"529";"Aramis_Ramirez";"CHC";"Third_Baseman";73;215;28,68
"530";"Cesar_Izturis";"CHC";"Third_Baseman";69;175;27,05
"531";"Alfonso_Soriano";"CHC";"Outfielder";73;180;31,15
"532";"Jacque_Jones";"CHC";"Outfielder";70;195;31,85
"533";"Daryle_Ward";"CHC";"Outfielder";74;230;31,68
"534";"Cliff_Floyd";"CHC";"Outfielder";76;230;34,23
"535";"Mark_DeRosa";"CHC";"Outfielder";73;205;32,01
"536";"Matt_Murton";"CHC";"Outfielder";73;215;25,41
"537";"Buck_Coats";"CHC";"Outfielder";75;195;24,73
"538";"Angel_Pagan";"CHC";"Outfielder";73;180;25,66
"539";"Sean_Marshall";"CHC";"Starting_Pitcher";79;205;24,5
"540";"Carlos_Marmol";"CHC";"Starting_Pitcher";74;180;24,38
"541";"Ryan_O'Malley";"CHC";"Starting_Pitcher";73;190;26,89
"542";"Juan_Mateo";"CHC";"Starting_Pitcher";74;180;24,2
"543";"Rich_Hill";"CHC";"Starting_Pitcher";77;190;26,97
"544";"Angel_Guzman";"CHC";"Starting_Pitcher";75;190;25,21
"545";"Wade_Miller";"CHC";"Starting_Pitcher";74;220;30,46
"546";"Jason_Marquis";"CHC";"Starting_Pitcher";73;210;28,53
"547";"Carlos_Zambrano";"CHC";"Starting_Pitcher";77;255;25,75
"548";"Ted_Lilly";"CHC";"Starting_Pitcher";73;190;31,15
"549";"Mark_Prior";"CHC";"Starting_Pitcher";77;230;26,48
"550";"Neal_Cotts";"CHC";"Relief_Pitcher";74;200;26,93
"551";"Will_Ohman";"CHC";"Relief_Pitcher";74;205;29,55
"552";"Scott_Eyre";"CHC";"Relief_Pitcher";73;210;34,75
"553";"Kerry_Wood";"CHC";"Relief_Pitcher";77;225;29,71
"554";"Ryan_Dempster";"CHC";"Relief_Pitcher";74;215;29,83
"555";"Bob_Howry";"CHC";"Relief_Pitcher";77;220;33,57
"556";"Mike_Wuertz";"CHC";"Relief_Pitcher";75;205;28,21
"557";"Roberto_Novoa";"CHC";"Relief_Pitcher";77;200;27,54
"558";"Chris_Snyder";"ARZ";"Catcher";75;220;26,05
"559";"Miguel_Montero";"ARZ";"Catcher";71;197;23,64
"560";"Conor_Jackson";"ARZ";"First_Baseman";74;225;24,82
"561";"Robby_Hammock";"ARZ";"First_Baseman";70;187;29,8
"562";"Tony_Clark";"ARZ";"First_Baseman";79;245;34,71
"563";"Orlando_Hudson";"ARZ";"Second_Baseman";72;185;29,22
"564";"Stephen_Drew";"ARZ";"Shortstop";72;185;23,96
"565";"Alberto_Callaspo";"ARZ";"Shortstop";70;175;23,87
"566";"Chad_Tracy";"ARZ";"Third_Baseman";74;200;26,77
"567";"Chris_Young";"ARZ";"Outfielder";74;180;23,49
"568";"Scott_Hairston";"ARZ";"Outfielder";72;188;26,77
"569";"Carlos_Quentin";"ARZ";"Outfielder";73;225;24,51
"570";"Jeff_DaVanon";"ARZ";"Outfielder";72;200;33,23
"571";"Eric_Byrnes";"ARZ";"Outfielder";74;210;31,04
"572";"Livan_Hernandez";"ARZ";"Starting_Pitcher";74;245;32,02
"573";"Doug_Davis";"ARZ";"Starting_Pitcher";76;213;31,44
"574";"Randy_Johnson";"ARZ";"Starting_Pitcher";82;231;43,47
"575";"Juan_Cruz";"ARZ";"Starting_Pitcher";74;165;28,38
"576";"Brandon_Webb";"ARZ";"Starting_Pitcher";74;228;27,81
"577";"Enrique_Gonzalez";"ARZ";"Starting_Pitcher";70;210;24,57
"578";"Dana_Eveland";"ARZ";"Starting_Pitcher";73;250;23,34
"579";"Brandon_Medders";"ARZ";"Relief_Pitcher";73;191;27,09
"580";"Tony_Pe?a";"ARZ";"Relief_Pitcher";74;190;25,14
"581";"Doug_Slaten";"ARZ";"Relief_Pitcher";77;200;27,07
"582";"Edgar_Gonzalez";"ARZ";"Relief_Pitcher";72;215;24,02
"583";"Jose_Valverde";"ARZ";"Relief_Pitcher";76;254;27,6
"584";"Jorge_Julio";"ARZ";"Relief_Pitcher";73;232;27,99
"585";"Brandon_Lyon";"ARZ";"Relief_Pitcher";73;180;27,56
"586";"Miguel_Olivo";"FLA";"Catcher";72;215;28,63
"587";"Matt_Treanor";"FLA";"Catcher";74;220;30,99
"588";"Mike_Jacobs";"FLA";"First_Baseman";74;180;26,33
"589";"Dan_Uggla";"FLA";"Second_Baseman";71;200;26,97
"590";"Robert_Andino";"FLA";"Shortstop";72;170;22,85
"591";"Hanley_Ramirez";"FLA";"Shortstop";75;195;23,19
"592";"Miguel_Cabrera";"FLA";"Third_Baseman";74;210;23,87
"593";"Aaron_Boone";"FLA";"Third_Baseman";74;200;33,98
"594";"Joe_Borchard";"FLA";"Outfielder";77;220;28,26
"595";"Alfredo_Amezaga";"FLA";"Outfielder";70;165;29,12
"596";"Cody_Ross";"FLA";"Outfielder";71;180;26,18
"597";"Josh_Willingham";"FLA";"Outfielder";73;200;28,03
"598";"Jeremy_Hermida";"FLA";"Outfielder";76;200;23,08
"599";"Eric_Reed";"FLA";"Outfielder";71;170;26,24
"600";"Reggi_Abercrombie";"FLA";"Outfielder";75;224;26,63
"601";"Ricky_Nolasco";"FLA";"Starting_Pitcher";74;220;24,21
"602";"Anibal_Sanchez";"FLA";"Starting_Pitcher";72;180;23,01
"603";"Scott_Olsen";"FLA";"Starting_Pitcher";76;198;23,13
"604";"Josh_Johnson";"FLA";"Starting_Pitcher";79;240;23,08
"605";"Dontrelle_Willis";"FLA";"Starting_Pitcher";76;239;25,13
"606";"Logan_Kensing";"FLA";"Relief_Pitcher";73;185;24,66
"607";"Sergio_Mitre";"FLA";"Relief_Pitcher";76;210;26,03
"608";"Kevin_Gregg";"FLA";"Relief_Pitcher";78;220;28,7
"609";"Travis_Bowyer";"FLA";"Relief_Pitcher";75;200;25,57
"610";"Renyel_Pinto";"FLA";"Relief_Pitcher";76;195;24,65
"611";"Randy_Messenger";"FLA";"Relief_Pitcher";72;220;25,55
"612";"Yusmeiro_Petit";"FLA";"Relief_Pitcher";72;230;22,27
"613";"Carlos_Martinez";"FLA";"Relief_Pitcher";73;170;24,76
"614";"Taylor_Tankersley";"FLA";"Relief_Pitcher";73;220;23,98
"615";"Henry_Owens";"FLA";"Relief_Pitcher";75;230;27,85
"616";"Jose_Garcia";"FLA";"Relief_Pitcher";71;165;22,14
"617";"Matt_Lindstrom";"FLA";"Relief_Pitcher";76;205;27,05
"618";"Javier_Valentin";"CIN";"Catcher";70;192;31,45
"619";"Chad_Moeller";"CIN";"Catcher";75;210;32,03
"620";"David_Ross";"CIN";"Catcher";74;205;29,95
"621";"Joey_Votto";"CIN";"First_Baseman";75;200;23,47
"622";"Scott_Hatteberg";"CIN";"First_Baseman";73;210;37,21
"623";"Brandon_Phillips";"CIN";"Second_Baseman";71;185;25,67
"624";"Juan_Castro";"CIN";"Shortstop";71;195;34,69
"625";"Alex_Gonzalez";"CIN";"Shortstop";72;202;30,04
"626";"Mark_Bellhorn";"CIN";"Third_Baseman";73;205;32,52
"627";"Edwin_Encarnacion";"CIN";"Third_Baseman";73;195;24,15
"628";"Jeff_Keppinger";"CIN";"Third_Baseman";72;180;26,86
"629";"Norris_Hopper";"CIN";"Outfielder";69;200;27,94
"630";"Chris_Denorfia";"CIN";"Outfielder";73;185;26,63
"631";"Adam_Dunn";"CIN";"Outfielder";78;240;27,31
"632";"Bubba_Crosby";"CIN";"Outfielder";71;185;30,55
"633";"Jeff_Conine";"CIN";"Outfielder";73;220;40,68
"634";"Ken_Griffey_Jr.";"CIN";"Outfielder";75;205;37,27
"635";"Josh_Hamilton";"CIN";"Outfielder";76;205;25,78
"636";"Ryan_Freel";"CIN";"Outfielder";70;180;30,98
"637";"Kyle_Lohse";"CIN";"Starting_Pitcher";74;201;28,41
"638";"Bronson_Arroyo";"CIN";"Starting_Pitcher";77;190;30,01
"639";"Eric_Milton";"CIN";"Starting_Pitcher";75;208;31,57
"640";"Aaron_Harang";"CIN";"Starting_Pitcher";79;240;28,81
"641";"Kirk_Saarloos";"CIN";"Starting_Pitcher";72;NA;27,77
"642";"Elizardo_Ramirez";"CIN";"Starting_Pitcher";72;180;24,09
"643";"Todd_Coffey";"CIN";"Relief_Pitcher";77;230;26,47
"644";"Brian_Shackelford";"CIN";"Relief_Pitcher";73;195;30,5
"645";"Bill_Bray";"CIN";"Relief_Pitcher";75;215;23,74
"646";"Bobby_Livingston";"CIN";"Relief_Pitcher";75;190;24,49
"647";"Matt_Belisle";"CIN";"Relief_Pitcher";75;195;26,73
"648";"Gary_Majewski";"CIN";"Relief_Pitcher";73;215;27,01
"649";"Mike_Stanton";"CIN";"Relief_Pitcher";73;215;39,75
"650";"Brad_Salmon";"CIN";"Relief_Pitcher";76;220;27,16
"651";"Jared_Burton";"CIN";"Relief_Pitcher";77;220;25,74
"652";"David_Weathers";"CIN";"Relief_Pitcher";75;230;37,43
"653";"Rheal_Cormier";"CIN";"Relief_Pitcher";70;195;39,85
"654";"Yorvit_Torrealba";"COL";"Catcher";71;190;28,62
"655";"Chris_Iannetta";"COL";"Catcher";71;195;23,9
"656";"Alvin_Colina";"COL";"Catcher";75;209;25,18
"657";"Todd_Helton";"COL";"First_Baseman";74;204;33,53
"658";"Jamey_Carroll";"COL";"Second_Baseman";69;170;33,03
"659";"Kaz_Matsui";"COL";"Second_Baseman";70;185;31,35
"660";"Troy_Tulowitzki";"COL";"Shortstop";75;205;22,39
"661";"Clint_Barmes";"COL";"Shortstop";72;175;27,99
"662";"Garrett_Atkins";"COL";"Third_Baseman";75;210;27,22
"663";"Ryan_Spilborghs";"COL";"Outfielder";73;190;27,49
"664";"Cory_Sullivan";"COL";"Outfielder";72;180;27,53
"665";"Jeff_Salazar";"COL";"Outfielder";72;180;26,26
"666";"Willy_Taveras";"COL";"Outfielder";72;160;25,18
"667";"Matt_Holliday";"COL";"Outfielder";76;235;27,12
"668";"Brad_Hawpe";"COL";"Outfielder";75;200;27,69
"669";"Jeff_Baker";"COL";"Outfielder";74;210;25,69
"670";"Javy_Lopez";"COL";"Designated_Hitter";75;224;36,32
"671";"Byung-Hyun_Kim";"COL";"Starting_Pitcher";69;180;28,11
"672";"Rodrigo_Lopez";"COL";"Starting_Pitcher";73;190;31,21
"673";"Brian_Lawrence";"COL";"Starting_Pitcher";72;197;30,8
"674";"Josh_Fogg";"COL";"Starting_Pitcher";72;203;30,21
"675";"Aaron_Cook";"COL";"Starting_Pitcher";75;205;28,06
"676";"Denny_Bautista";"COL";"Starting_Pitcher";77;170;26,52
"677";"Ubaldo_Jimenez";"COL";"Starting_Pitcher";76;200;23,1
"678";"Jason_Hirsh";"COL";"Starting_Pitcher";80;250;25,02
"679";"Jeff_Francis";"COL";"Starting_Pitcher";77;200;26,14
"680";"Taylor_Buchholz";"COL";"Starting_Pitcher";76;220;25,38
"681";"Ryan_Speier";"COL";"Relief_Pitcher";79;200;27,6
"682";"Ramon_Ramirez";"COL";"Relief_Pitcher";71;190;25,5
"683";"Manny_Corpas";"COL";"Relief_Pitcher";75;170;24,24
"684";"Juan_Morillo";"COL";"Relief_Pitcher";73;190;23,32
"685";"Brian_Fuentes";"COL";"Relief_Pitcher";76;220;31,56
"686";"LaTroy_Hawkins";"COL";"Relief_Pitcher";77;215;34,19
"687";"Tom_Martin";"COL";"Relief_Pitcher";73;206;36,78
"688";"Jeremy_Affeldt";"COL";"Relief_Pitcher";76;215;27,73
"689";"Paul_Lo_Duca";"NYM";"Catcher";70;185;34,88
